alert_id,user,date,risk_level,ensemble_score,ae_score,if_score,both_flagged,reason_count,reason_summary,high_reasons,device_count,email_external,http_suspicious,sensitive_files
ALERT-WDD0366-20110224,wdd0366,2011-02-24,MEDIUM,0.5266,0.2197,0.8335,True,5,"USB/device activity (2 events) is 15.0x above this user's normal (0.1 avg); Logged into 4 different machines in one day — possible lateral movement; Visited 14 suspicious URLs (job boards, cloud storage, competitor sites)",2,2,7,14,0
ALERT-LQC0479-20100914,lqc0479,2010-09-14,MEDIUM,0.5263,0.1777,0.8749,True,3,"Visited 6 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 7.0 hours from personal baseline (8.0h avg); Logon count (6) is 3.0x above personal normal (2.0 avg)",0,14,6,6,0
ALERT-EIS0041-20110331,eis0041,2011-03-31,MEDIUM,0.5252,0.0864,0.964,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 4 different machines in one day — possible lateral movement",2,8,10,1,1
ALERT-MOS0047-20100907,mos0047,2010-09-07,MEDIUM,0.525,0.2387,0.8114,True,2,Logged into 7 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.5 hours from personal baseline (3.5h avg),1,14,1,0,0
ALERT-HPH0075-20110428,hph0075,2011-04-28,MEDIUM,0.5248,0.2997,0.7499,True,1,"Visited 6 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,4,6,0
ALERT-MPM0220-20100709,mpm0220,2010-07-09,MEDIUM,0.5243,0.1332,0.9154,True,2,Logged into 5 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.5 hours from personal baseline (3.5h avg),1,22,3,0,0
ALERT-MCF0600-20100928,mcf0600,2010-09-28,MEDIUM,0.5242,0.2418,0.8067,True,2,USB/device activity (14 events) is 10.5x above this user's normal (1.3 avg); 81% of session activity occurred outside business hours (baseline: 25%),1,14,0,0,0
ALERT-DLM0051-20100517,dlm0051,2010-05-17,MEDIUM,0.5235,0.181,0.866,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 25 suspicious URLs (job boards, cloud storage, competitor sites)",1,18,7,25,1
ALERT-DLM0051-20110404,dlm0051,2011-04-04,MEDIUM,0.5234,0.2813,0.7656,True,1,"Visited 20 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,9,20,0
ALERT-MOS0047-20100125,mos0047,2010-01-25,MEDIUM,0.5233,0.1301,0.9165,True,2,Logged into 7 different machines in one day — possible lateral movement; 40% of session activity occurred outside business hours (baseline: 17%),1,12,1,0,0
ALERT-BRM0995-20100630,brm0995,2010-06-30,MEDIUM,0.5227,0.4227,0.6226,True,1,41% of session activity occurred outside business hours (baseline: 29%),0,16,0,0,0
ALERT-MCF0600-20100924,mcf0600,2010-09-24,MEDIUM,0.5224,0.3018,0.743,True,2,USB/device activity (16 events) is 20.0x above this user's normal (0.8 avg); 88% of session activity occurred outside business hours (baseline: 19%),1,16,1,0,0
ALERT-BDV0168-20100730,bdv0168,2010-07-30,MEDIUM,0.5215,0.1103,0.9326,True,4,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 7 suspicious URLs (job boards, cloud storage, competitor sites); 46% of session activity occurred outside business hours (baseline: 4%)",1,12,10,7,1
ALERT-MPM0220-20100805,mpm0220,2010-08-05,MEDIUM,0.5213,0.0752,0.9673,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement",2,26,8,0,1
ALERT-AJF0370-20100210,ajf0370,2010-02-10,MEDIUM,0.5199,0.0677,0.972,True,4,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Visited 4 suspicious URLs (job boards, cloud storage, competitor sites)",2,27,1,4,1
ALERT-EIS0041-20100104,eis0041,2010-01-04,MEDIUM,0.5199,0.1324,0.9074,True,1,Logged into 6 different machines in one day — possible lateral movement,1,12,1,0,0
ALERT-DLM0051-20100503,dlm0051,2010-05-03,MEDIUM,0.5198,0.2179,0.8218,True,1,"Visited 18 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,10,18,0
ALERT-CCA0046-20100713,cca0046,2010-07-13,MEDIUM,0.5198,0.1926,0.847,True,1,Logged into 6 different machines in one day — possible lateral movement,1,16,8,2,0
ALERT-DLM0051-20110421,dlm0051,2011-04-21,MEDIUM,0.5194,0.1951,0.8438,True,1,"Visited 6 suspicious URLs (job boards, cloud storage, competitor sites)",0,20,12,6,0
ALERT-MPM0220-20100609,mpm0220,2010-06-09,MEDIUM,0.5188,0.0515,0.9861,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.9 hours from personal baseline (3.9h avg)",2,28,5,0,1
ALERT-EIS0041-20101214,eis0041,2010-12-14,MEDIUM,0.5178,0.1378,0.8978,True,2,Logged into 5 different machines in one day — possible lateral movement; 49% of session activity occurred outside business hours (baseline: 19%),1,12,4,0,0
ALERT-JRG0207-20110128,jrg0207,2011-01-28,MEDIUM,0.5175,0.2923,0.7428,True,2,USB/device activity (14 events) is 13.1x above this user's normal (1.1 avg); 46% of session activity occurred outside business hours (baseline: 11%),1,14,5,0,0
ALERT-BSS0369-20101001,bss0369,2010-10-01,MEDIUM,0.5161,0.2403,0.792,True,3,Logged into 3 different machines in one day — possible lateral movement; 44% of session activity occurred outside business hours (baseline: 9%); Login at hour 8:00 deviates 3.8 hours from personal baseline (4.2h avg),1,20,4,1,0
ALERT-IBB0359-20110117,ibb0359,2011-01-17,MEDIUM,0.5159,0.1575,0.8743,True,3,"Logged into 4 different machines in one day — possible lateral movement; Visited 21 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 3.7 hours from personal baseline (3.7h avg)",1,22,4,21,0
ALERT-DLM0051-20101105,dlm0051,2010-11-05,MEDIUM,0.5156,0.3897,0.6414,True,0,,0,16,6,0,0
ALERT-DLM0051-20100427,dlm0051,2010-04-27,MEDIUM,0.5155,0.2115,0.8196,True,1,"Visited 21 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,14,21,0
ALERT-DLM0051-20101101,dlm0051,2010-11-01,MEDIUM,0.5152,0.1749,0.8555,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 6 suspicious URLs (job boards, cloud storage, competitor sites)",1,18,12,6,1
ALERT-CCA0046-20100519,cca0046,2010-05-19,MEDIUM,0.5152,0.1185,0.9118,True,1,Logged into 6 different machines in one day — possible lateral movement,1,12,3,0,0
ALERT-MPM0220-20100225,mpm0220,2010-02-25,MEDIUM,0.5147,0.1854,0.844,True,1,Logged into 6 different machines in one day — possible lateral movement,1,28,2,0,0
ALERT-DLM0051-20101023,dlm0051,2010-10-23,MEDIUM,0.5142,0.2084,0.82,True,1,"Visited 5 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,17,5,0
ALERT-WIF0691-20100603,wif0691,2010-06-03,MEDIUM,0.514,0.3422,0.6858,True,0,,0,16,6,0,0
ALERT-DLM0051-20110407,dlm0051,2011-04-07,MEDIUM,0.5138,0.1747,0.853,True,1,"Visited 28 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,2,28,0
ALERT-JRG0207-20110120,jrg0207,2011-01-20,MEDIUM,0.5137,0.2216,0.8059,True,2,USB/device activity (14 events) is 26.2x above this user's normal (0.5 avg); 46% of session activity occurred outside business hours (baseline: 9%),1,14,4,0,0
ALERT-DLM0051-20100929,dlm0051,2010-09-29,MEDIUM,0.5136,0.1838,0.8433,True,2,"Accessed 2 sensitive file(s) in HR, finance, or executive directories; Visited 19 suspicious URLs (job boards, cloud storage, competitor sites)",1,18,4,19,2
ALERT-EIS0041-20110314,eis0041,2011-03-14,MEDIUM,0.5134,0.133,0.8938,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.8 hours from personal baseline (3.8h avg),1,16,8,0,0
ALERT-HRL0540-20100129,hrl0540,2010-01-29,MEDIUM,0.5133,0.4466,0.58,True,0,,0,20,1,0,0
ALERT-EIS0041-20100802,eis0041,2010-08-02,MEDIUM,0.5133,0.1031,0.9235,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement",2,12,7,0,1
ALERT-MPM0220-20100915,mpm0220,2010-09-15,MEDIUM,0.5131,0.1063,0.9199,True,1,Logged into 6 different machines in one day — possible lateral movement,1,26,2,0,0
ALERT-DLM0051-20110513,dlm0051,2011-05-13,MEDIUM,0.5127,0.219,0.8064,True,0,,0,18,10,0,0
ALERT-EIS0041-20100119,eis0041,2010-01-19,MEDIUM,0.5121,0.0528,0.9714,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement",2,12,8,0,1
ALERT-EIS0041-20101019,eis0041,2010-10-19,MEDIUM,0.5116,0.0505,0.9728,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement",2,12,8,0,1
ALERT-MPM0220-20100809,mpm0220,2010-08-09,MEDIUM,0.5116,0.1386,0.8847,True,1,Logged into 6 different machines in one day — possible lateral movement,1,26,0,0,0
ALERT-HRL0540-20101013,hrl0540,2010-10-13,MEDIUM,0.5115,0.3469,0.676,True,1,43% of session activity occurred outside business hours (baseline: 28%),0,18,2,0,0
ALERT-DIW0118-20110329,diw0118,2011-03-29,MEDIUM,0.5114,0.3183,0.7045,True,1,98% of session activity occurred outside business hours (baseline: 11%),0,2,13,0,0
ALERT-MPM0220-20100113,mpm0220,2010-01-13,MEDIUM,0.5112,0.0952,0.9272,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 4 different machines in one day — possible lateral movement",2,18,2,0,1
ALERT-AJF0370-20100315,ajf0370,2010-03-15,MEDIUM,0.5107,0.0664,0.9549,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Visited 15 suspicious URLs (job boards, cloud storage, competitor sites)",2,24,7,15,1
ALERT-CCA0046-20100329,cca0046,2010-03-29,MEDIUM,0.5096,0.0838,0.9355,True,2,Logged into 6 different machines in one day — possible lateral movement; 56% of session activity occurred outside business hours (baseline: 19%),1,16,2,0,0
ALERT-DIW0118-20100929,diw0118,2010-09-29,MEDIUM,0.5094,0.3357,0.6832,True,1,98% of session activity occurred outside business hours (baseline: 12%),0,2,8,0,0
ALERT-BAL0044-20100125,bal0044,2010-01-25,MEDIUM,0.509,0.1484,0.8696,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 1:00 deviates 3.5 hours from personal baseline (4.5h avg),1,10,8,0,0
ALERT-AJF0370-20110221,ajf0370,2011-02-21,MEDIUM,0.5087,0.1057,0.9117,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 3.9 hours from personal baseline (3.9h avg)",1,26,4,12,0
ALERT-DLM0051-20100615,dlm0051,2010-06-15,MEDIUM,0.5085,0.2005,0.8164,True,1,"Visited 18 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,3,18,0
ALERT-MPM0220-20100526,mpm0220,2010-05-26,MEDIUM,0.5081,0.1147,0.9014,True,1,Logged into 6 different machines in one day — possible lateral movement,1,26,8,0,0
ALERT-CAH0936-20100818,cah0936,2010-08-18,MEDIUM,0.5079,0.1895,0.8263,True,2,USB/device activity (13 events) is 39.0x above this user's normal (0.3 avg); Login at hour 0:00 deviates 6.6 hours from personal baseline (6.6h avg),1,13,4,2,0
ALERT-IBB0359-20110125,ibb0359,2011-01-25,MEDIUM,0.5078,0.0716,0.9439,True,3,"Logged into 4 different machines in one day — possible lateral movement; Visited 11 suspicious URLs (job boards, cloud storage, competitor sites); 45% of session activity occurred outside business hours (baseline: 17%)",1,24,7,11,0
ALERT-DLM0051-20100602,dlm0051,2010-06-02,MEDIUM,0.5077,0.1291,0.8864,True,1,"Visited 4 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,17,4,0
ALERT-MPM0220-20100215,mpm0220,2010-02-15,MEDIUM,0.5076,0.1619,0.8533,True,2,Logged into 4 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.6 hours from personal baseline (3.4h avg),1,24,8,0,0
ALERT-IBB0359-20110215,ibb0359,2011-02-15,MEDIUM,0.5075,0.063,0.9519,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Visited 17 suspicious URLs (job boards, cloud storage, competitor sites)",2,28,2,17,1
ALERT-CCA0046-20100225,cca0046,2010-02-25,MEDIUM,0.5065,0.142,0.8711,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 4.2 hours from personal baseline (2.8h avg),1,10,5,1,0
ALERT-HDS0367-20100308,hds0367,2010-03-08,MEDIUM,0.5064,0.1465,0.8663,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Visited 13 suspicious URLs (job boards, cloud storage, competitor sites)",2,10,0,13,1
ALERT-CCA0046-20100809,cca0046,2010-08-09,MEDIUM,0.5056,0.0716,0.9396,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 8 suspicious URLs (job boards, cloud storage, competitor sites)",1,12,9,8,0
ALERT-MPM0220-20100309,mpm0220,2010-03-09,MEDIUM,0.5055,0.0602,0.9509,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.3 hours from personal baseline (3.3h avg)",2,24,4,0,1
ALERT-BSS0369-20100107,bss0369,2010-01-07,MEDIUM,0.5041,0.0736,0.9346,True,4,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites)",2,28,1,12,1
ALERT-IBB0359-20100429,ibb0359,2010-04-29,MEDIUM,0.5039,0.0445,0.9633,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Visited 9 suspicious URLs (job boards, cloud storage, competitor sites)",2,28,11,9,1
ALERT-AJF0370-20100330,ajf0370,2010-03-30,MEDIUM,0.5037,0.0609,0.9465,True,4,"Accessed 2 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Visited 5 suspicious URLs (job boards, cloud storage, competitor sites)",2,26,0,5,2
ALERT-WIF0691-20100318,wif0691,2010-03-18,MEDIUM,0.5035,0.273,0.734,True,0,,0,16,8,0,0
ALERT-MPM0220-20100517,mpm0220,2010-05-17,MEDIUM,0.5031,0.0511,0.9552,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement",2,26,4,0,1
ALERT-DCH0843-20110127,dch0843,2011-01-27,MEDIUM,0.503,0.2563,0.7496,True,1,75% of session activity occurred outside business hours (baseline: 27%),0,12,1,0,0
ALERT-MPM0220-20101004,mpm0220,2010-10-04,MEDIUM,0.5029,0.0657,0.9402,True,1,Logged into 6 different machines in one day — possible lateral movement,1,28,6,0,0
ALERT-DLM0051-20101207,dlm0051,2010-12-07,MEDIUM,0.5026,0.1319,0.8733,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 49 suspicious URLs (job boards, cloud storage, competitor sites)",1,17,14,49,1
ALERT-BRM0995-20100524,brm0995,2010-05-24,MEDIUM,0.5023,0.3644,0.6401,True,0,,0,16,6,0,0
ALERT-BAL0044-20100225,bal0044,2010-02-25,MEDIUM,0.5022,0.0521,0.9524,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement",2,10,9,0,1
ALERT-GTD0219-20100121,gtd0219,2010-01-21,MEDIUM,0.5022,0.0972,0.9072,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement",2,12,8,0,1
ALERT-DLM0051-20110212,dlm0051,2011-02-12,MEDIUM,0.5019,0.1934,0.8104,True,1,"Visited 19 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,12,19,0
ALERT-MOS0047-20100326,mos0047,2010-03-26,MEDIUM,0.5017,0.1137,0.8896,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 4.4 hours from personal baseline (4.4h avg),1,16,3,0,0
ALERT-MPM0220-20100927,mpm0220,2010-09-27,MEDIUM,0.5016,0.1015,0.9017,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 3 different machines in one day — possible lateral movement",2,22,10,0,1
ALERT-MOH0273-20100310,moh0273,2010-03-10,MEDIUM,0.5015,0.301,0.7019,True,1,"Visited 4 suspicious URLs (job boards, cloud storage, competitor sites)",0,16,0,4,0
ALERT-HTH0007-20110225,hth0007,2011-02-25,MEDIUM,0.5014,0.2558,0.747,True,1,63% of session activity occurred outside business hours (baseline: 17%),0,0,24,0,0
ALERT-EIS0041-20110209,eis0041,2011-02-09,MEDIUM,0.5013,0.0504,0.9521,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement",2,12,9,0,1
ALERT-GTD0219-20100408,gtd0219,2010-04-08,MEDIUM,0.5012,0.0624,0.94,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.4 hours from personal baseline (3.4h avg)",2,8,6,0,1
ALERT-AJF0370-20100121,ajf0370,2010-01-21,MEDIUM,0.5011,0.0798,0.9224,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.3 hours from personal baseline (4.3h avg)",1,26,7,12,0
ALERT-IBB0359-20100810,ibb0359,2010-08-10,MEDIUM,0.501,0.0715,0.9305,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 14 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 3.5 hours from personal baseline (4.5h avg)",1,28,3,14,0
ALERT-DLM0051-20100511,dlm0051,2010-05-11,MEDIUM,0.5005,0.1368,0.8643,True,1,"Visited 16 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,11,16,0
ALERT-HDS0367-20110329,hds0367,2011-03-29,MEDIUM,0.5004,0.0812,0.9197,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 10 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 3.8 hours from personal baseline (3.8h avg)",1,10,7,10,0
ALERT-EIS0041-20100125,eis0041,2010-01-25,MEDIUM,0.5003,0.0674,0.9331,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 4.1 hours from personal baseline (4.1h avg),1,14,8,0,0
ALERT-FTM0406-20101122,ftm0406,2010-11-22,MEDIUM,0.5003,0.2483,0.7522,True,1,46% of session activity occurred outside business hours (baseline: 3%),0,16,2,0,0
ALERT-MPM0220-20100614,mpm0220,2010-06-14,MEDIUM,0.5002,0.0929,0.9076,True,1,Logged into 6 different machines in one day — possible lateral movement,1,28,4,0,0
